relation_type,source_id,target_id,weight,source_book,page,evidence
CAUSED_BY,E41165,E43666,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",92,"故障产生原因排除方法压力波动1.弹簧弯曲或弹簧刚度太低1.更换弹簧2.铑阀与锑阀座接触不良或磨损2.更换锑阀3.压力表不准确3.修理或更换压力表4.滑阀动作不灵活4.调整阀盖螺钉的紧固力或更换滑阀5.油液不清洁,阻尼孔不畅通5.更换油液振动噪声1.调压弹簧变形,不复原2.回油路有空气进入3.油量超过允许值4.油量过高,回油阻力过大1.检修或更换弹簧2.紧固回油路接头3.在定额流量范围内使用4.油温"
CAUSED_BY,E41165,E43669,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",92,"故障产生原因排除方法压力波动1.弹簧弯曲或弹簧刚度太低1.更换弹簧2.铑阀与锑阀座接触不良或磨损2.更换锑阀3.压力表不准确3.修理或更换压力表4.滑阀动作不灵活4.调整阀盖螺钉的紧固力或更换滑阀5.油液不清洁,阻尼孔不畅通5.更换油液振动噪声1.调压弹簧变形,不复原2.回油路有空气进入3.油量超过允许值4.油量过高,回油阻力过大1.检修或更换弹簧2.紧固回油路接头3.在定额流量范围内使用4.油温"
CAUSED_BY,E41165,E43670,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",92,"故障产生原因排除方法压力波动1.弹簧弯曲或弹簧刚度太低1.更换弹簧2.铑阀与锑阀座接触不良或磨损2.更换锑阀3.压力表不准确3.修理或更换压力表4.滑阀动作不灵活4.调整阀盖螺钉的紧固力或更换滑阀5.油液不清洁,阻尼孔不畅通5.更换油液振动噪声1.调压弹簧变形,不复原2.回油路有空气进入3.油量超过允许值4.油量过高,回油阻力过大1.检修或更换弹簧2.紧固回油路接头3.在定额流量范围内使用4.油温"
CAUSED_BY,E41165,E43671,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",92,"故障产生原因排除方法压力波动1.弹簧弯曲或弹簧刚度太低1.更换弹簧2.铑阀与锑阀座接触不良或磨损2.更换锑阀3.压力表不准确3.修理或更换压力表4.滑阀动作不灵活4.调整阀盖螺钉的紧固力或更换滑阀5.油液不清洁,阻尼孔不畅通5.更换油液振动噪声1.调压弹簧变形,不复原2.回油路有空气进入3.油量超过允许值4.油量过高,回油阻力过大1.检修或更换弹簧2.紧固回油路接头3.在定额流量范围内使用4.油温"
CAUSED_BY,E41172,E43232,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41172,E43672,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41172,E43673,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41172,E43674,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41172,E43675,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41172,E43677,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41173,E43232,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41173,E43672,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41173,E43673,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41173,E43674,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41173,E43675,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41173,E43677,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41174,E43232,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41174,E43672,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41174,E43673,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41174,E43674,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41174,E43675,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41174,E43677,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41176,E43232,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41176,E43672,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41176,E43673,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41176,E43674,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41176,E43675,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41176,E43677,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",93,"故障产生原因排除方法流过电磁铁的电流为额定值但压力达不到所需值1.先导阀口上有污物而使阀常开2.主阀的设定压力过低,使遥控阀不起作用1.拆洗先导阀,并清洗进口滤器2.主阀设定压力应高于工作压力2MPa流过电磁铁的电流已过大,但压力仍达不到所需值1.电磁铁线圈短路2.控制线路短路1.更换电磁铁2.修复电磁铁没有电流流过,压力也上不去1.电磁铁线圈断路或接线断开2.电磁铁接插件松动,接触不良3.放大器"
CAUSED_BY,E41179,E43678,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",94,阻尼孔被堵塞
CAUSED_BY,E41180,E43679,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",94,更换调整锥阀或钢球3.阻尼孔堵塞
CAUSED_BY,E41181,E43680,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",94,"阀端盖密封不良,有泄漏1.拆检锥阀,研配或更换"
CAUSED_BY,E41074,E43682,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",94,"节流口堵塞或滑阀卡住1.检查泄漏部位,零件磨损严重者应更换,注意配合处的密封"
CAUSED_BY,E41184,E43612,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",94,"节流口堵塞或滑阀卡住1.检查泄漏部位,零件磨损严重者应更换,注意配合处的密封"
CAUSED_BY,E41184,E43682,3,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",94,"节流口堵塞或滑阀卡住1.检查泄漏部位,零件磨损严重者应更换,注意配合处的密封"
CAUSED_BY,E41187,E43684,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",95,"故障产生原因排除方法压力补偿装置失灵1.主阀被脏物堵塞2.阀芯小孔被脏物堵塞3.进油口和出油口的压力差太小1.拆开清洗2.拆开清洗3.提高此压力差到1MPa以上流量控制手轮转动不灵活1.控制轴螺纹被脏物堵住2.节流套进口压力太高3.在截止点以下的刻度工作1.拆开清洗2.降低压力重新调整3.不要在最小稳定流量以下工作执行机构速度不稳定(如逐渐减慢、突然增快及跳动等)1.节流口处积有脏物,使通流截面减"
CAUSED_BY,E41187,E43685,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",95,"故障产生原因排除方法压力补偿装置失灵1.主阀被脏物堵塞2.阀芯小孔被脏物堵塞3.进油口和出油口的压力差太小1.拆开清洗2.拆开清洗3.提高此压力差到1MPa以上流量控制手轮转动不灵活1.控制轴螺纹被脏物堵住2.节流套进口压力太高3.在截止点以下的刻度工作1.拆开清洗2.降低压力重新调整3.不要在最小稳定流量以下工作执行机构速度不稳定(如逐渐减慢、突然增快及跳动等)1.节流口处积有脏物,使通流截面减"
CAUSED_BY,E41188,E43684,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",95,"故障产生原因排除方法压力补偿装置失灵1.主阀被脏物堵塞2.阀芯小孔被脏物堵塞3.进油口和出油口的压力差太小1.拆开清洗2.拆开清洗3.提高此压力差到1MPa以上流量控制手轮转动不灵活1.控制轴螺纹被脏物堵住2.节流套进口压力太高3.在截止点以下的刻度工作1.拆开清洗2.降低压力重新调整3.不要在最小稳定流量以下工作执行机构速度不稳定(如逐渐减慢、突然增快及跳动等)1.节流口处积有脏物,使通流截面减"
CAUSED_BY,E41188,E43685,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",95,"故障产生原因排除方法压力补偿装置失灵1.主阀被脏物堵塞2.阀芯小孔被脏物堵塞3.进油口和出油口的压力差太小1.拆开清洗2.拆开清洗3.提高此压力差到1MPa以上流量控制手轮转动不灵活1.控制轴螺纹被脏物堵住2.节流套进口压力太高3.在截止点以下的刻度工作1.拆开清洗2.降低压力重新调整3.不要在最小稳定流量以下工作执行机构速度不稳定(如逐渐减慢、突然增快及跳动等)1.节流口处积有脏物,使通流截面减"
CAUSED_BY,E41191,E43688,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",95,对单向阀性能的要求是:正向流动阻力小、反向密封严密不泄漏、动作灵敏迅速、工作时无冲击
CAUSED_BY,E41203,E43205,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41203,E43694,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41203,E43695,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41206,E43205,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41206,E43694,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41206,E43695,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41208,E43205,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41208,E43694,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41208,E43695,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41209,E43205,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41209,E43694,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41209,E43695,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41210,E43205,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
CAUSED_BY,E41210,E43694,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",96,"故障产生原因排除方法主阀芯不运动1.电磁铁故障(1)电磁铁线圈烧坏(2)电磁铁推动力不足或漏磁(3)电气线路出故障(4)电磁铁未加上控制信号(5)电磁铁铁芯卡死(1)检查原因,进行修理或更换(2)检查原因,进行修理或更换(3)消除故障(4)检查后加上控制信号(5)检修或更换2.先导电磁阀故障(1)阀芯与阀体孔卡死(如零件几何精度差;阀芯与阀孔配合过紧;油液过脏)(2)弹簧弯曲,使滑阀卡死(1)修理"
